sigma = 0,01
-0,775083	-1,05319e-09	0,620446	5020
-0,00290836	-0,00205211	0,000403024	426
-0,00404787	9,12567e-05	0,000521458	333
0,00185781	-0,00267882	0,000338064	115
0,000105917	0,00154009	7,58081e-05	130
4,10008e-10	-0,775083	0,620446	5020
-2,91143e-10	-0,775083	0,620446	5020
-0,00332934	0,00116905	0,000396069	371
-0,00190171	0,00303522	0,000408094	443
-0,00520197	0,000708193	0,000876665	258
-0,00116913	0,003773	0,0004963	351
0,00104583	0,00103223	6,86881e-05	361
7,88178e-10	-0,775083	0,620446	5020
-7,95712e-10	0,775083	0,620446	5020
0,00135632	-0,00139339	0,000120281	152
-0,775083	1,1364e-09	0,620446	5020
0,775083	-6,27276e-10	0,620446	5020
-0,0021587	-0,00485676	0,000898517	419
-0,00291879	0,00313667	0,000583965	463
0,775083	-8,52733e-10	0,620446	5020
7,36953e-10	0,775083	0,620446	5020
-7,01067e-05	-0,0042478	0,000574102	187
-0,775083	-1,08762e-09	0,620446	5020
0,0020025	0,00036663	0,000131836	247
0,0020211	-0,00254173	0,000335447	362
-0,00286617	-0,00370307	0,000697506	364
-8,79144e-11	-0,775083	0,620446	5020
-0,0018801	-0,00179403	0,000214828	321
0,775083	-4,85414e-10	0,620446	5020
-0,00460426	0,00165365	0,000761291	375
0,00243334	-0,00324562	0,000523438	232
0,00279221	-0,00129004	0,000300945	762
-0,775083	1,3031e-09	0,620446	5020
-0,00520124	-0,00176053	0,000959068	263
0,0035294	-0,00374771	0,000843006	304
0,00453429	-0,000215007	0,000655436	332
0,00253522	-0,00153493	0,000279401	320
-0,000492636	-0,00551161	0,000973931	322
0,000600386	0,00475039	0,000729246	275
0,00311002	-0,000503574	0,000315738	307
-0,00171505	0,00372866	0,000535807	162
0,00258179	0,00252265	0,000414468	569
0,0016181	-0,00183544	0,000190454	320
2,18965e-10	-0,775083	0,620446	5020
7,61833e-10	0,775083	0,620446	5020
-0,00376297	0,00336174	0,0008099	327
-0,00231149	0,00196045	0,000292223	271
0,775083	-1,28362e-09	0,620446	5020
-0,00224312	0,00469061	0,000859886	235
-0,000418773	0,00158152	8,51445e-05	259
-1,05866e-09	0,775083	0,620446	5020
-0,00160902	-0,00263404	0,00030306	303
0,00167212	-0,00509719	0,000915334	237
-0,0045286	0,0013677	0,000711832	201
-0,000662889	-0,0050041	0,000810467	387
-0,000771155	0,000651088	3,24027e-05	397
0,000643774	-0,00288478	0,000277904	239
-0,000967493	-0,00200554	0,000157724	223
0,775083	0,775083	1,24089	5020
0,00330511	0,000918727	0,00037433	483
-0,00319964	0,000306088	0,000328638	388
0,000554251	0,00452382	0,000660722	388
-0,0010627	-0,000942955	6,42108e-05	348
0,00514625	-0,000244211	0,000844272	193
1,23568e-09	0,775083	0,620446	5020
0,00489559	-0,00238471	0,000943224	387
-0,00172398	-0,00182989	0,000201063	248
-0,775083	-1,05621e-09	0,620446	5020
-8,34136e-10	0,775083	0,620446	5020
0,0016802	-0,00128625	0,000142433	253
0,00272331	0,00214856	0,000382765	221
-0,775083	-2,19272e-10	0,620446	5020
0,00535614	-0,000700869	0,000928104	342
0,00221952	0,000518609	0,000165262	364
-0,00119605	-0,00334297	0,000400992	177
-0,000864516	-0,00195227	0,000145017	248
-0,00376478	-0,00406042	0,000975276	152
-0,000975985	-0,00517547	0,000882269	249
