1.21829;2.04914;0.000966761;1481
0; 0; 
1,34644e-05; 0,000986452; 
0,000106128; 0,00389253; 
0,000352813; 0,00864036; 
0,000823545; 0,0151548; 
0,00158355; 0,0233634; 
0,00269325; 0,0331964; 
0,00420834; 0,0445867; 
0,00617982; 0,0574698; 
0,00865408; 0,0717835; 
0,011673; 0,0874684; 
0,015274; 0,104467; 
0,0194902; 0,122725; 
0,0243506; 0,142189; 
0,0298801; 0,162808; 
0,0360998; 0,184535; 
0,0430269; 0,207321; 
0,050675; 0,231123; 
0,0590546; 0,255896; 
0,0681724; 0,2816; 
0,0780323; 0,308194; 
0,0886353; 0,33564; 
0,0999793; 0,3639; 
0,11206; 0,392937; 
0,12487; 0,422718; 
0,138401; 0,453207; 
0,15264; 0,484373; 
0,167574; 0,516182; 
0,183189; 0,548604; 
0,199466; 0,581608; 
0,216388; 0,615164; 
0,233934; 0,649243; 
0,252084; 0,683816; 
0,270813; 0,718855; 
0,2901; 0,754331; 
0,30992; 0,790218; 
0,330247; 0,826489; 
0,351056; 0,863117; 
0,372319; 0,900074; 
0,394011; 0,937335; 
0,416103; 0,974875; 
0,438568; 1,01267; 
0,461379; 1,05068; 
0,484506; 1,0889; 
0,507922; 1,12729; 
0,531598; 1,16584; 
0,555507; 1,2045; 
0,579621; 1,24327; 
0,603911; 1,28211; 
0,62835; 1,321; 
0,652911; 1,35992; 
0,677567; 1,39883; 
0,702291; 1,43772; 
0,727057; 1,47656; 
0,751839; 1,51533; 
0,776611; 1,55399; 
0,80135; 1,59254; 
0,82603; 1,63094; 
0,850629; 1,66917; 
0,875121; 1,7072; 
0,899486; 1,74502; 
0,9237; 1,7826; 
0,947742; 1,81991; 
0,971592; 1,85694; 
0,995229; 1,89366; 
1,01863; 1,93004; 
1,04179; 1,96608; 
1,06467; 2,00174; 
1,08726; 2,037; 
1,10955; 2,07185; 
1,13152; 2,10626; 
1,15315; 2,14022; 
1,17443; 2,17369; 
1,19534; 2,20668; 
1,21587; 2,23914; 
1,23601; 2,27108; 
1,25574; 2,30246; 
1,27505; 2,33328; 
1,29393; 2,36351; 
1,31237; 2,39314; 
1,33036; 2,42215; 
1,34788; 2,45053; 
1,36494; 2,47827; 
1,38151; 2,50534; 
1,3976; 2,53174; 
1,4132; 2,55745; 
1,42829; 2,58247; 
1,44288; 2,60677; 
1,45695; 2,63035; 
1,47051; 2,6532; 
1,48354; 2,67531; 
1,49604; 2,69667; 
1,50802; 2,71726; 
1,51946; 2,7371; 
1,53036; 2,75615; 
1,54073; 2,77443; 
1,55055; 2,79192; 
1,55983; 2,80861; 
1,56857; 2,82451; 
1,57676; 2,83961; 
1,58442; 2,85391; 
1,59153; 2,8674; 
1,59809; 2,88009; 
1,60412; 2,89196; 
1,60961; 2,90303; 
1,61456; 2,91328; 
1,61898; 2,92273; 
1,62287; 2,93136; 
1,62622; 2,9392; 
1,62906; 2,94623; 
1,63137; 2,95245; 
1,63317; 2,95789; 
1,63446; 2,96252; 
1,63524; 2,96638; 
1,63552; 2,96944; 
1,6353; 2,97174; 
1,6346; 2,97326; 
1,63341; 2,97402; 
1,63174; 2,97402; 
1,62961; 2,97328; 
1,62701; 2,9718; 
1,62396; 2,96959; 
1,62046; 2,96666; 
1,61652; 2,96302; 
1,61214; 2,95867; 
1,60735; 2,95364; 
1,60213; 2,94794; 
1,59652; 2,94156; 
1,5905; 2,93454; 
1,5841; 2,92687; 
1,57732; 2,91857; 
1,57016; 2,90966; 
1,56265; 2,90014; 
1,55479; 2,89004; 
1,54659; 2,87936; 
1,53806; 2,86813; 
1,52921; 2,85635; 
1,52005; 2,84404; 
1,51059; 2,83121; 
1,50084; 2,81789; 
1,49081; 2,80408; 
1,48052; 2,78981; 
1,46998; 2,77509; 
1,45918; 2,75993; 
1,44816; 2,74435; 
1,43691; 2,72837; 
1,42545; 2,712; 
1,41379; 2,69526; 
1,40194; 2,67818; 
1,38991; 2,66076; 
1,37771; 2,64302; 
1,36536; 2,62498; 
1,35286; 2,60666; 
1,34023; 2,58807; 
1,32748; 2,56923; 
1,31462; 2,55016; 
1,30165; 2,53088; 
1,2886; 2,5114; 
1,27547; 2,49174; 
1,26227; 2,47191; 
1,24902; 2,45194; 
1,23572; 2,43185; 
1,22238; 2,41163; 
1,20902; 2,39133; 
1,19565; 2,37094; 
1,18227; 2,3505; 
1,1689; 2,33001; 
1,15555; 2,30949; 
1,14223; 2,28895; 
1,12894; 2,26842; 
1,1157; 2,24791; 
1,10251; 2,22743; 
1,08939; 2,207; 
1,07635; 2,18663; 
1,06339; 2,16635; 
1,05053; 2,14616; 
1,03776; 2,12607; 
1,02511; 2,10612; 
1,01258; 2,08629; 
1,00017; 2,06662; 
0,987903; 2,04712; 
0,975778; 2,02779; 
0,963804; 2,00865; 
0,95199; 1,98971; 
0,940342; 1,97099; 
0,928867; 1,9525; 
0,917573; 1,93424; 
0,906467; 1,91624; 
0,895553; 1,8985; 
0,88484; 1,88103; 
0,874333; 1,86384; 
0,864037; 1,84695; 
0,853959; 1,83036; 
0,844103; 1,81408; 
0,834475; 1,79813; 
0,82508; 1,7825; 
0,815922; 1,76721; 
0,807006; 1,75227; 
0,798336; 1,73768; 
0,789916; 1,72346; 
0,78175; 1,7096; 
0,773841; 1,69612; 
0,766192; 1,68302; 
0,758807; 1,6703; 
0,751688; 1,65798; 
0,744838; 1,64606; 
0,738259; 1,63454; 
0,731953; 1,62343; 
0,725922; 1,61272; 
0,720168; 1,60244; 
0,714692; 1,59257; 
0,709496; 1,58312; 
0,704579; 1,5741; 
0,699944; 1,5655; 
0,69559; 1,55733; 
0,691517; 1,54959; 
0,687726; 1,54229; 
0,684217; 1,53541; 
0,680989; 1,52897; 
0,678041; 1,52296; 
0,675374; 1,51738; 
0,672984; 1,51223; 
0,670873; 1,50752; 
0,669037; 1,50323; 
0,667476; 1,49938; 
0,666187; 1,49595; 
0,66517; 1,49294; 
0,66442; 1,49036; 
0,663937; 1,4882; 
0,663718; 1,48646; 
0,663759; 1,48513; 
0,664058; 1,48421; 
0,664612; 1,48369; 
0,665418; 1,48358; 
0,666472; 1,48387; 
0,667771; 1,48455; 
0,669311; 1,48562; 
0,671088; 1,48707; 
0,673099; 1,48891; 
0,675339; 1,49111; 
0,677803; 1,49368; 
0,680489; 1,49661; 
0,68339; 1,4999; 
0,686504; 1,50353; 
0,689823; 1,50751; 
0,693345; 1,51182; 
0,697065; 1,51646; 
0,700976; 1,52142; 
0,705074; 1,5267; 
0,709354; 1,53228; 
0,71381; 1,53816; 
0,718437; 1,54433; 
0,723231; 1,55078; 
0,728184; 1,5575; 
0,733292; 1,5645; 
0,738549; 1,57175; 
0,743949; 1,57925; 
0,749487; 1,58699; 
0,755157; 1,59496; 
0,760953; 1,60316; 
0,766869; 1,61158; 
0,7729; 1,6202; 
0,779039; 1,62901; 
0,78528; 1,63802; 
0,791618; 1,6472; 
0,798047; 1,65656; 
0,804561; 1,66608; 
0,811153; 1,67574; 
0,817818; 1,68556; 
0,824551; 1,6955; 
0,831344; 1,70558; 
