0.000000;0.000000;
0.000014;0.000986;
0.000109;0.003890;
0.000361;0.008632;
0.000842;0.015136;
0.001617;0.023329;
0.002749;0.033140;
0.004293;0.044500;
0.006301;0.057346;
0.008818;0.071615;
0.011888;0.087248;
0.015547;0.104186;
0.019829;0.122376;
0.024761;0.141764;
0.030369;0.162301;
0.036674;0.183937;
0.043692;0.206627;
0.051434;0.230327;
0.059912;0.254995;
0.069131;0.280590;
0.079095;0.307070;
0.089805;0.334399;
0.101258;0.362539;
0.113449;0.391455;
0.126375;0.421108;
0.140025;0.451467;
0.154383;0.482500;
0.169435;0.514179;
0.185163;0.546472;
0.201549;0.579351;
0.218574;0.612786;
0.236218;0.646747;
0.254462;0.681205;
0.273283;0.716132;
0.292659;0.751500;
0.312566;0.787280;
0.332981;0.823443;
0.353883;0.859961;
0.375241;0.896811;
0.397026;0.933967;
0.419205;0.971407;
0.441750;1.009104;
0.464631;1.047034;
0.487819;1.085172;
0.511287;1.123493;
0.535007;1.161971;
0.558952;1.200580;
0.583096;1.239294;
0.607413;1.278088;
0.631878;1.316933;
0.656467;1.355804;
0.681155;1.394675;
0.705918;1.433521;
0.730727;1.472320;
0.755551;1.511048;
0.780363;1.549682;
0.805136;1.588198;
0.829845;1.626573;
0.854463;1.664782;
0.878968;1.702803;
0.903336;1.740612;
0.927546;1.778187;
0.951577;1.815503;
0.975409;1.852537;
0.999024;1.889267;
1.022404;1.925670;
1.045532;1.961721;
1.068392;1.997399;
1.090971;2.032681;
1.113253;2.067544;
1.135216;2.101974;
1.156842;2.135950;
1.178114;2.169452;
1.199018;2.202461;
1.219539;2.234957;
1.239664;2.266921;
1.259379;2.298336;
1.278672;2.329183;
1.297531;2.359447;
1.315946;2.389109;
1.333906;2.418156;
1.351402;2.446572;
1.368426;2.474342;
1.384968;2.501453;
1.401022;2.527890;
1.416581;2.553643;
1.431640;2.578697;
1.446193;2.603043;
1.460232;2.626670;
1.473751;2.649570;
1.486744;2.671731;
1.499208;2.693144;
1.511139;2.713799;
1.522534;2.733687;
1.533392;2.752801;
1.543708;2.771133;
1.553483;2.788677;
1.562714;2.805429;
1.571401;2.821382;
1.579543;2.836533;
1.587140;2.850878;
1.594193;2.864416;
1.600703;2.877145;
1.606670;2.889063;
1.612097;2.900170;
1.616985;2.910468;
1.621337;2.919957;
1.625157;2.928639;
1.628446;2.936519;
1.631211;2.943598;
1.633452;2.949881;
1.635173;2.955368;
1.636379;2.960064;
1.637075;2.963972;
1.637269;2.967099;
1.636965;2.969450;
1.636172;2.971031;
1.634894;2.971850;
1.633140;2.971912;
1.630916;2.971227;
1.628230;2.969801;
1.625088;2.967645;
1.621499;2.964766;
1.617470;2.961176;
1.613010;2.956884;
1.608126;2.951900;
1.602827;2.946237;
1.597122;2.939905;
1.591019;2.932918;
1.584526;2.925287;
1.577655;2.917026;
1.570413;2.908149;
1.562810;2.898671;
1.554856;2.888605;
1.546560;2.877967;
1.537934;2.866773;
1.528987;2.855038;
1.519728;2.842771;
1.510170;2.829987;
1.500322;2.816701;
1.490198;2.802931;
1.479807;2.788693;
1.469162;2.774004;
