-82,268; -82,268; -80,268; 3; -80,268; 0,128859; 54; -nan(ind); -nan(ind); 4; 0; 0; 
17,8871; 15,8871; 17,8871; 4; 15,8871; 0,00504803; 54; -nan(ind); -nan(ind); 4; 0; 0; 
67,8247; 65,8247; 67,8247; 4; 65,8247; -0,785346; 54; -nan(ind); -nan(ind); 4; 0; 0; 
99,3826; 97,3826; 99,3826; 4; 97,3826; 0,189674; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-53,3716; -53,3716; -51,3716; 3; -51,3716; 0,0527807; 54; -nan(ind); -nan(ind); 4; 0; 0; 
32,7812; 30,7812; 32,7812; 4; 30,7812; 0,0189848; 54; -nan(ind); -nan(ind); 4; 0; 0; 
57,6918; 57,6918; 59,6918; 3; 59,6918; -0,792257; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-79,5802; -79,5802; -77,5802; 3; -77,5802; 0,120374; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-81,115; -81,115; -79,115; 3; -79,115; 0,125184; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-83,8818; -83,8818; -81,8818; 3; -81,8818; 0,134093; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-85,7139; -85,7139; -83,7139; 3; -83,7139; 0,14016; 54; -nan(ind); -nan(ind); 4; 0; 0; 
55,4566; 55,4566; 57,4566; 3; 57,4566; -0,579602; 54; -nan(ind); -nan(ind); 3; 0; 0; 
28,0534; 26,0534; 28,0534; 4; 26,0534; 0,0135768; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-15,2504; -15,2504; -13,2504; 3; -13,2504; 0,00351147; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-62,2107; -62,2107; -60,2107; 3; -60,2107; 0,0725065; 54; -nan(ind); -nan(ind); 4; 0; 0; 
86,8306; 84,8306; 86,8306; 4; 84,8306; 0,148515; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-68,8916; -68,8916; -66,8916; 3; -66,8916; 0,0894898; 54; -nan(ind); -nan(ind); 4; 0; 0; 
7,21718; 5,21718; 7,21718; 4; 5,21718; 0,00054438; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-5,11309; -5,11309; -3,11309; 3; -3,11309; 0,000193827; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-29,8777; -29,8777; -27,8777; 3; -27,8777; 0,0155434; 54; -nan(ind); -nan(ind); 4; 0; 0; 
76,2069; 74,2069; 76,2069; 4; 74,2069; -0,00415863; 54; -nan(ind); -nan(ind); 3; 0; 0; 
72,4524; 70,4524; 72,4524; 4; 70,4524; -0,303509; 54; -nan(ind); -nan(ind); 3; 0; 0; 
-17,7536; -17,7536; -15,7536; 3; -15,7536; 0,00496353; 54; -nan(ind); -nan(ind); 4; 0; 0; 
1,19769; -0,802311; 1,19769; 4; 6,2783e-07; 4,34025e-19; 54; 2,47903e-13; -7,44939e-18; 6; 0; 0; 
93,0967; 91,0967; 93,0967; 4; 91,0967; 0,166289; 54; -nan(ind); -nan(ind); 4; 0; 0; 
21,9385; 19,9385; 21,9385; 4; 19,9385; 0,00795085; 54; -nan(ind); -nan(ind); 4; 0; 0; 
