74,3052; 72,3052; 74,3052; 4; 72,3052; -0,131989; 54; -nan(ind); -nan(ind); 3; 0; 0; 
-72,2525; -72,2525; -70,2525; 3; -70,2525; 0,0987082; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-37,8594; -37,8594; -35,8594; 3; -35,8594; 0,0257179; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-19,6642; -19,6642; -17,6642; 3; -17,6642; 0,00624047; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-84,1745; -84,1745; -82,1745; 3; -82,1745; 0,135053; 54; -nan(ind); -nan(ind); 4; 0; 0; 
89,5832; 87,5832; 89,5832; 4; 87,5832; 0,155107; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-7,34016; -7,34016; -5,34016; 3; -5,34016; 0,000570347; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-36,8856; -36,8856; -34,8856; 3; -34,8856; 0,0243401; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-53,7658; -53,7658; -51,7658; 3; -51,7658; 0,053594; 54; -nan(ind); -nan(ind); 4; 0; 0; 
75,4907; 73,4907; 75,4907; 4; 73,4907; -0,0462366; 54; -nan(ind); -nan(ind); 3; 0; 0; 
48,0627; 48,0627; 50,0627; 3; 50,0627; -0,00706295; 54; -nan(ind); -nan(ind); 3; 0; 0; 
6,0448; 4,0448; 6,0448; 4; 4,04481; 0,000327209; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-16,5264; -16,5264; -14,5264; 3; -14,5264; 0,0042203; 54; -nan(ind); -nan(ind); 4; 0; 0; 
11,9093; 9,9093; 11,9093; 4; 9,9093; 0,00196389; 54; -nan(ind); -nan(ind); 4; 0; 0; 
75,9668; 73,9668; 75,9668; 4; 73,9668; -0,0174617; 54; -nan(ind); -nan(ind); 3; 0; 0; 
-84,5514; -84,5514; -82,5514; 3; -82,5514; 0,136295; 54; -nan(ind); -nan(ind); 4; 0; 0; 
42,7007; 40,7007; 42,7007; 4; 40,7007; 0,0376648; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-77,8816; -77,8816; -75,8816; 3; -75,8816; 0,11516; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-63,7991; -63,7991; -61,7991; 3; -61,7991; 0,0763825; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-49,6963; -49,6963; -47,6963; 3; -47,6963; 0,0454987; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-30,3693; -30,3693; -28,3693; 3; -28,3693; 0,0160964; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-9,57198; -9,57198; -7,57198; 3; -7,57198; 0,0011467; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-59,3186; -59,3186; -57,3186; 3; -57,3186; 0,0657085; 54; -nan(ind); -nan(ind); 4; 0; 0; 
24,8892; 22,8892; 24,8892; 4; 22,8892; 0,0104784; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-98,2708; -98,2708; -96,2708; 3; -96,2708; 0,185361; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-79,9119; -79,9119; -77,9119; 3; -77,9119; 0,121405; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-77,9096; -77,9096; -75,9096; 3; -75,9096; 0,115245; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-31,2642; -31,2642; -29,2642; 3; -29,2642; 0,0171279; 54; -nan(ind); -nan(ind); 4; 0; 0; 
64,4519; 62,4519; 64,4519; 4; 62,727; -0,921198; 54; -nan(ind); -nan(ind); 9; 0; 0; 
24,4589; 22,4589; 24,4589; 4; 22,4589; 0,0100881; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-30,9914; -30,9914; -28,9914; 3; -28,9914; 0,0168101; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-58,9941; -58,9941; -56,9941; 3; -56,9941; 0,0649665; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-27,804; -27,804; -25,804; 3; -25,804; 0,0133169; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-33,6303; -33,6303; -31,6303; 3; -31,6303; 0,0200095; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-52,3441; -52,3441; -50,3441; 3; -50,3441; 0,0506905; 54; -nan(ind); -nan(ind); 4; 0; 0; 
81,833; 79,833; 81,833; 4; 79,833; 0,134553; 54; -nan(ind); -nan(ind); 3; 0; 0; 
-52,8983; -52,8983; -50,8983; 3; -50,8983; 0,0518128; 54; -nan(ind); -nan(ind); 4; 0; 0; 
-81,4103; -81,4103; -79,4103; 3; -79,4103; 0,12612; 54; -nan(ind); -nan(ind); 4; 0; 0; 
48,2514; 48,2514; 50,2514; 3; 50,2514; -0,0132093; 54; -nan(ind); -nan(ind); 3; 0; 0; 
55,6535; 55,6535; 57,6535; 3; 57,6535; -0,600233; 54; -nan(ind); -nan(ind); 3; 0; 0; 
