-75,4142; -75,4142; -74,9142; 3; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
86,3155; 85,8155; 86,3155; 56; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-10,3677; -10,3677; -9,86773; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
37,0875; 36,5875; 37,0875; 56; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
20,5826; 20,0826; 20,5826; 56; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
76,5659; 76,0659; 76,5659; 56; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-75,3511; -75,3511; -74,8511; 54; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-47,5234; -47,5234; -47,0234; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-79,5913; -79,5913; -79,0913; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-86,1825; -86,1825; -85,6825; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-56,449; -56,449; -55,949; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-88,4486; -88,4486; -87,9486; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
26,8817; 26,3817; 26,8817; 56; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
59,0482; 59,0482; 59,5482; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
25,7231; 25,2231; 25,7231; 56; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-38,0443; -38,0443; -37,5443; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-24,639; -24,639; -24,139; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-38,3987; -38,3987; -37,8987; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-57,415; -57,415; -56,915; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-48,4152; -48,4152; -47,9152; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-56,5968; -56,5968; -56,0968; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
0,381323; -0,618677; 0,381323; 55; 2,45371e-13; -7,44939e-18; 0; 0; 0; 0; 0; 0; 
-5,18825; -5,18825; -4,68825; 59; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
65,579; 65,079; 65,579; 56; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-21,1157; -21,1157; -20,6157; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-77,4967; -77,4967; -76,9967; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-10,2495; -10,2495; -9,74947; 55; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
96,7452; 96,2452; 96,7452; 56; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
76,6762; 76,1762; 76,6762; 56; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
-81,5758; -81,5758; -81,0758; 54; -nan(ind); -nan(ind); 0; 0; 0; 0; 0; 0; 
