200; 
123,607; 
76,3932; 
47,2136; 
29,1796; 
18,034; 
11,1456; 
6,88837; 
4,25725; 
2,63112; 
1,62612; 
1,005; 
0,621124; 
0,383876; 
0,237248; 
0,146627; 
0,0906208; 
0,0560067; 
0,0346141; 
0,0213927; 
0,0132214; 
0,00817127; 
0,00505012; 
0,00312115; 
0,00192897; 
0,00119218; 
0,000736796; 
0,000455381; 
0,000281415; 
0,000173966; 
0,000107449; 
6,65163e-05; 
4,09331e-05; 
2,55832e-05; 
1,53499e-05; 
1,02333e-05; 
