3,06628; 2,23337; 2,69773; 2,95335; 4; -0,189201; 6001; 3,97413e+154; 3,54465e+153; inf; 1,35992e-154; 10001; 
1,36363; 2,43075; 2,72569; 2,92756; 4; -0,189201; 6004; 4,19294e+154; 3,73981e+153; inf; 2,8152e-154; 2749; 
1,65623; 2,3962; 2,65823; 2,98895; 4; -0,189201; 6000; 3,59775e+154; 3,20895e+153; inf; 1,50204e-154; 10001; 
3,7314; 1,30933; 3,26125; 2,31609; 4; -0,189201; 7205; 3,97413e+154; 3,54465e+153; inf; 1,35992e-154; 10001; 
1,89592; 3,268; 2,69758; 2,95348; 4; -0,189201; 6006; 4,15094e+154; 3,70235e+153; inf; 2,84373e-154; 2739; 
2,10079; 3,3622; 2,59498; 3,04402; 4; -0,189201; 6088; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2695; 
2,1728; 2,47004; 2,82907; 2,82778; 4; -0,189201; 6003; 3,39455e+154; 3,0277e+153; inf; 3,47733e-154; 2714; 
2,01848; 1,22445; 2,77442; 2,88142; 4; -0,189201; 6039; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2692; 
3,54223; 1,22657; 3,48143; 1,96968; 4; -0,189201; 6305; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2669; 
1,00816; 2,03647; 1,58174; 3,67397; 4; -0,189201; 6287; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2708; 
3,38998; 2,06887; 3,00599; 2,63895; 4; -0,189201; 5980; 3,59775e+154; 3,20895e+153; inf; 1,50204e-154; 10002; 
1,81898; 1,93806; 2,92997; 2,7231; 4; -0,189201; 5998; 4,17669e+154; 3,72531e+153; inf; 1,29385e-154; 10004; 
1,28139; 2,63133; 2,60444; 3,03593; 4; -0,189201; 6080; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2707; 
1,78145; 1,8803; 2,83633; 2,8205; 4; -0,189201; 6011; 3,39455e+154; 3,0277e+153; inf; 3,47733e-154; 2713; 
1,45028; 2,23933; 2,90901; 2,74548; 4; -0,189201; 5995; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2714; 
1,05054; 1,76694; 2,5774; 3,05892; 4; -0,189201; 6215; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2684; 
1,15755; 2,86062; 2,01837; 3,45343; 4; -0,189201; 6365; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2720; 
2,66603; 2,02164; 3,0569; 2,5798; 4; -0,189201; 6165; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2682; 
2,91455; 1,24952; 3,09865; 2,5295; 4; -0,189201; 6773; 3,97413e+154; 3,54465e+153; inf; 1,35992e-154; 10002; 
1,37765; 1,40771; 2,57752; 3,05882; 4; -0,189201; 6111; 3,71514e+154; 3,31365e+153; inf; 1,45458e-154; 10004; 
2,92138; 1,47716; 2,94988; 2,70151; 4; -0,189201; 6037; 3,97413e+154; 3,54465e+153; inf; 1,35992e-154; 10001; 
1,08761; 3,29882; 1,42114; 3,73903; 4; -0,189201; 6278; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2688; 
1,17196; 2,76995; 2,70769; 2,94422; 4; -0,189201; 5994; 3,59775e+154; 3,20895e+153; inf; 1,50204e-154; 10004; 
2,22576; 2,19214; 3,0748; 2,55844; 4; -0,189201; 6971; 3,97413e+154; 3,54465e+153; inf; 1,35992e-154; 10002; 
2,04814; 1,56606; 3,1601; 2,4523; 4; -0,189201; 7165; 4,15094e+154; 3,70235e+153; inf; 2,84373e-154; 2747; 
3,10288; 1,32213; 3,04054; 2,59906; 4; -0,189201; 6036; 3,97413e+154; 3,54465e+153; inf; 1,35992e-154; 10004; 
2,88883; 1,46513; 2,67343; 2,97536; 4; -0,189201; 6031; 4,18493e+154; 3,73267e+153; inf; 1,29129e-154; 10003; 
2,91311; 2,26494; 2,58181; 3,0552; 4; -0,189201; 6213; 3,71514e+154; 3,31365e+153; inf; 1,45458e-154; 10001; 
1,00235; 3,15574; 1,58838; 3,67111; 4; -0,189201; 6008; 3,97413e+154; 3,54465e+153; inf; 1,35992e-154; 10001; 
2,03406; 1,95509; 2,97533; 2,67347; 4; -0,189201; 6075; 3,39455e+154; 3,0277e+153; inf; 3,47733e-154; 2720; 
2,4952; 2,59444; 2,60305; 3,03712; 4; -0,189201; 6043; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2706; 
2,95499; 1,92037; 3,04904; 2,58909; 4; -0,189201; 6204; 4,07063e+154; 3,63072e+153; inf; 2,8998e-154; 2691; 
