
0; 0; 100;
0,01; -0,0234368; 99,9995; 
0,02; -0,0468599; 99,9981; 
0,03; -0,0702673; 99,9958; 
0,04; -0,093657; 99,9926; 
0,05; -0,117027; 99,9884; 
0,06; -0,140375; 99,9833; 
0,07; -0,1637; 99,9772; 
0,08; -0,186999; 99,9702; 
0,09; -0,21027; 99,9623; 
0,1; -0,233512; 99,9535; 
0,11; -0,256722; 99,9437; 
0,12; -0,279898; 99,9331; 
0,13; -0,303039; 99,9214; 
0,14; -0,326142; 99,9089; 
0,15; -0,349206; 99,8954; 
0,16; -0,372228; 99,881; 
0,17; -0,395207; 99,8657; 
0,18; -0,41814; 99,8494; 
0,19; -0,441026; 99,8323; 
0,2; -0,463862; 99,8142; 
0,21; -0,486647; 99,7951; 
0,22; -0,509378; 99,7752; 
0,23; -0,532055; 99,7543; 
0,24; -0,554674; 99,7325; 
0,25; -0,577234; 99,7098; 
0,26; -0,599733; 99,6862; 
0,27; -0,622169; 99,6616; 
0,28; -0,64454; 99,6361; 
0,29; -0,666844; 99,6097; 
0,3; -0,689079; 99,5824; 
0,31; -0,711244; 99,5542; 
0,32; -0,733336; 99,5251; 
0,33; -0,755353; 99,495; 
0,34; -0,777294; 99,464; 
0,35; -0,799156; 99,4321; 
0,36; -0,820938; 99,3993; 
0,37; -0,842638; 99,3656; 
0,38; -0,864254; 99,331; 
0,39; -0,885784; 99,2955; 
0,4; -0,907226; 99,2591; 
0,41; -0,928578; 99,2217; 
0,42; -0,949838; 99,1835; 
0,43; -0,971005; 99,1444; 
0,44; -0,992076; 99,1043; 
0,45; -1,01305; 99,0634; 
0,46; -1,03393; 99,0215; 
0,47; -1,0547; 98,9788; 
0,48; -1,07537; 98,9351; 
0,49; -1,09594; 98,8906; 
0,5; -1,1164; 98,8452; 
0,51; -1,13675; 98,7989; 
0,52; -1,15699; 98,7516; 
0,53; -1,17712; 98,7035; 
0,54; -1,19713; 98,6546; 
0,55; -1,21703; 98,6047; 
0,56; -1,23682; 98,5539; 
0,57; -1,25648; 98,5023; 
0,58; -1,27602; 98,4498; 
0,59; -1,29544; 98,3964; 
0,6; -1,31473; 98,3421; 
0,61; -1,3339; 98,287; 
0,62; -1,35294; 98,2309; 
0,63; -1,37185; 98,174; 
0,64; -1,39062; 98,1163; 
0,65; -1,40926; 98,0576; 
0,66; -1,42777; 97,9981; 
0,67; -1,44614; 97,9378; 
0,68; -1,46437; 97,8765; 
0,69; -1,48246; 97,8144; 
0,7; -1,50041; 97,7515; 
0,71; -1,51821; 97,6877; 
0,72; -1,53587; 97,623; 
0,73; -1,55338; 97,5575; 
0,74; -1,57074; 97,4911; 
0,75; -1,58795; 97,4239; 
0,76; -1,605; 97,3559; 
0,77; -1,6219; 97,287; 
0,78; -1,63864; 97,2172; 
0,79; -1,65523; 97,1466; 
0,8; -1,67166; 97,0752; 
0,81; -1,68792; 97,0029; 
0,82; -1,70402; 96,9299; 
0,83; -1,71996; 96,8559; 
0,84; -1,73573; 96,7812; 
0,85; -1,75133; 96,7056; 
0,86; -1,76676; 96,6292; 
0,87; -1,78202; 96,552; 
0,88; -1,7971; 96,4739; 
0,89; -1,81201; 96,395; 
0,9; -1,82675; 96,3154; 
0,91; -1,8413; 96,2349; 
0,92; -1,85568; 96,1536; 
0,93; -1,86987; 96,0714; 
0,94; -1,88388; 95,9885; 
0,95; -1,89771; 95,9048; 
0,96; -1,91135; 95,8203; 
0,97; -1,9248; 95,735; 
0,98; -1,93806; 95,6488; 
0,99; -1,95113; 95,5619; 
1; -1,964; 95,4742; 
1,01; -1,97669; 95,3857; 
1,02; -1,98917; 95,2965; 
1,03; -2,00146; 95,2064; 
1,04; -2,01355; 95,1156; 
1,05; -2,02543; 95,024; 
1,06; -2,03712; 94,9316; 
1,07; -2,0486; 94,8384; 
1,08; -2,05987; 94,7445; 
1,09; -2,07094; 94,6498; 
1,1; -2,0818; 94,5543; 
1,11; -2,09245; 94,4581; 
1,12; -2,10288; 94,3611; 
1,13; -2,1131; 94,2633; 
1,14; -2,12311; 94,1648; 
1,15; -2,1329; 94,0656; 
1,16; -2,14247; 93,9656; 
1,17; -2,15183; 93,8648; 
1,18; -2,16096; 93,7633; 
1,19; -2,16986; 93,6611; 
1,2; -2,17855; 93,5581; 
1,21; -2,18701; 93,4544; 
1,22; -2,19524; 93,35; 
1,23; -2,20324; 93,2448; 
1,24; -2,21101; 93,1389; 
1,25; -2,21855; 93,0323; 
1,26; -2,22586; 92,9249; 
1,27; -2,23293; 92,8169; 
1,28; -2,23976; 92,7081; 
1,29; -2,24636; 92,5986; 
1,3; -2,25272; 92,4884; 
1,31; -2,25883; 92,3775; 
1,32; -2,26471; 92,2659; 
1,33; -2,27034; 92,1535; 
1,34; -2,27573; 92,0405; 
1,35; -2,28087; 91,9268; 
1,36; -2,28576; 91,8124; 
1,37; -2,2904; 91,6973; 
1,38; -2,29479; 91,5815; 
1,39; -2,29893; 91,4651; 
1,4; -2,30281; 91,3479; 
1,41; -2,30644; 91,2301; 
1,42; -2,30981; 91,1116; 
1,43; -2,31293; 90,9924; 
1,44; -2,31578; 90,8725; 
1,45; -2,31838; 90,752; 
1,46; -2,32071; 90,6308; 
1,47; -2,32277; 90,509; 
1,48; -2,32458; 90,3865; 
1,49; -2,32611; 90,2633; 
1,5; -2,32738; 90,1395; 
1,51; -2,32838; 90,015; 
1,52; -2,3291; 89,8899; 
1,53; -2,32956; 89,7641; 
1,54; -2,32974; 89,6377; 
1,55; -2,32965; 89,5107; 
1,56; -2,32928; 89,383; 
1,57; -2,32863; 89,2547; 
1,58; -2,3277; 89,1257; 
1,59; -2,32649; 88,9961; 
1,6; -2,325; 88,8659; 
1,61; -2,32323; 88,7351; 
1,62; -2,32117; 88,6037; 
1,63; -2,31883; 88,4716; 
1,64; -2,3162; 88,3389; 
1,65; -2,31328; 88,2056; 
1,66; -2,31007; 88,0718; 
1,67; -2,30657; 87,9373; 
1,68; -2,30278; 87,8021; 
1,69; -2,2987; 87,6664; 
1,7; -2,29431; 87,5301; 
1,71; -2,28964; 87,3933; 
1,72; -2,28467; 87,2558; 
1,73; -2,27939; 87,1177; 
1,74; -2,27382; 86,979; 
1,75; -2,26795; 86,8398; 
1,76; -2,26177; 86,7; 
1,77; -2,2553; 86,5596; 
1,78; -2,24851; 86,4186; 
1,79; -2,24143; 86,277; 
1,8; -2,23403; 86,1349; 
1,81; -2,22633; 85,9922; 
1,82; -2,21832; 85,849; 
1,83; -2,21; 85,7052; 
1,84; -2,20136; 85,5608; 
1,85; -2,19242; 85,4159; 
1,86; -2,18316; 85,2704; 
1,87; -2,17359; 85,1244; 
1,88; -2,1637; 84,9778; 
1,89; -2,1535; 84,8307; 
1,9; -2,14297; 84,6831; 
1,91; -2,13213; 84,5349; 
1,92; -2,12097; 84,3861; 
1,93; -2,10949; 84,2369; 
1,94; -2,09769; 84,0871; 
1,95; -2,08556; 83,9367; 
1,96; -2,07311; 83,7859; 
1,97; -2,06034; 83,6345; 
1,98; -2,04724; 83,4826; 
1,99; -2,03381; 83,3302; 
2; -2,02006; 83,1773; 
2,01; -2,00598; 83,0238; 
2,02; -1,99157; 82,8699; 
2,03; -1,97683; 82,7154; 
2,04; -1,96175; 82,5604; 
2,05; -1,94635; 82,405; 
2,06; -1,93061; 82,249; 
2,07; -1,91454; 82,0926; 
2,08; -1,89814; 81,9356; 
2,09; -1,8814; 81,7782; 
2,1; -1,86432; 81,6202; 
2,11; -1,84691; 81,4618; 
2,12; -1,82916; 81,3029; 
2,13; -1,81107; 81,1435; 
2,14; -1,79264; 80,9836; 
2,15; -1,77387; 80,8233; 
2,16; -1,75476; 80,6625; 
2,17; -1,73531; 80,5012; 
2,18; -1,71551; 80,3394; 
2,19; -1,69537; 80,1772; 
2,2; -1,67489; 80,0145; 
2,21; -1,65407; 79,8513; 
2,22; -1,6329; 79,6877; 
2,23; -1,61138; 79,5237; 
2,24; -1,58952; 79,3591; 
2,25; -1,5673; 79,1942; 
2,26; -1,54475; 79,0287; 
2,27; -1,52184; 78,8629; 
2,28; -1,49858; 78,6965; 
2,29; -1,47498; 78,5298; 
2,3; -1,45102; 78,3626; 
2,31; -1,42671; 78,1949; 
2,32; -1,40205; 78,0269; 
2,33; -1,37704; 77,8584; 
2,34; -1,35168; 77,6894; 
2,35; -1,32596; 77,5201; 
2,36; -1,29989; 77,3503; 
2,37; -1,27346; 77,1801; 
2,38; -1,24668; 77,0094; 
2,39; -1,21955; 76,8384; 
2,4; -1,19206; 76,6669; 
